Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
-----------------------------------------------
                                                 <spontanés>
[9]     10.7    1.38    0.00                 __sinl_internal [9]
-----------------------------------------------
                                                 <spontanés>
[10]     9.5    1.23    0.00                 __cosl_internal [10]
-----------------------------------------------
                0.08    0.68   32886/32886       void Eigen::internal::tridiagonalization_inplace_selector<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, true>::run<Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, bool) <cycle 1> [12]
[11]     5.9    0.08    0.68   32886         void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [11]
                0.01    0.34 1019466/1019466     void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [18]
                0.27    0.00 1019466/1019466     Eigen::internal::selfadjoint_rank2_update_selector<std::complex<double>, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>, 1>::run(std::complex<double>*, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> const&, std::complex<double> const&) [22]
                0.01    0.05 1019466/1019466     Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [30]
                0.00    0.00 1019466/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
-----------------------------------------------
                               32886             dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
[12]     5.9    0.00    0.76   32886         void Eigen::internal::tridiagonalization_inplace_selector<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, true>::run<Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, bool) <cycle 1> [12]
                0.08    0.68   32886/32886       void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [11]
                               32886             void Eigen::HouseholderSequence<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::CwiseUnaryOp<Eigen::internal::scalar_conjugate_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const>, 1>::evalTo<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) const <cycle 1> [245]
-----------------------------------------------
                0.62    0.00   32886/32886       dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
[13]     4.8    0.62    0.00   32886         Eigen::ComputationInfo Eigen::internal::computeFromTridiagonal_impl<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, long long, bool, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&) [13]
-----------------------------------------------
                0.00    0.54    5481/5481        calcul_rates_molecules(std::vector<Internal_state, std::allocator<Internal_state> >&, MC_algorithmes, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, int, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [4]
[14]     4.1    0.00    0.54    5481         rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.09    0.45    5481/32886       Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.00    0.00    5481/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00   21924/824222      Field::get_Field(Vecteur3D const&) const [38]
                0.00    0.00   26199/899966      Internal_state::Internal_state(Internal_state const&) [47]
                0.00    0.00    5481/345303      Internal_state::operator=(Internal_state const&) [52]
                0.00    0.00       2/8           void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [60]
                0.00    0.00   15841/916574      Internal_state::~Internal_state() [230]
                0.00    0.00    5481/423631      operator+(Vecteur3D const&, Vecteur3D const&) [233]
                0.00    0.00       2/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [285]
-----------------------------------------------
                0.00    0.00       1/67350529     get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [62]
                0.30    0.21 67350528/67350529     dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
[15]     4.0    0.30    0.21 67350529         Euler_angles(Vecteur3D) [15]
                0.15    0.00 67350529/68369995     atan2_approximation(float, float) [26]
                0.07    0.00 67350529/102792748     operator/(Vecteur3D const&, double) [28]
-----------------------------------------------
                                                 <spontanés>
[16]     3.8    0.49    0.00                 _mcount_private [16]
-----------------------------------------------
                                                 <spontanés>
[17]     3.1    0.40    0.00                 __fentry__ [17]
-----------------------------------------------
                0.01    0.34 1019466/1019466     void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [11]
[18]     2.7    0.01    0.34 1019466         void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [18]
                0.34    0.00 1019466/1019466     Eigen::internal::selfadjoint_matrix_vector_product<std::complex<double>, long long, 0, 1, false, false, 0>::run(long long, std::complex<double> const*, long long, std::complex<double> const*, std::complex<double>*, std::complex<double>) [19]
-----------------------------------------------
                0.34    0.00 1019466/1019466     void Eigen::internal::selfadjoint_product_impl<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false>, 17, false, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const>, 0, true>::run<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> const&, Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<std::complex<double>, std::complex<double> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const> const, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const> const&, std::complex<double> const&) [18]
[19]     2.6    0.34    0.00 1019466         Eigen::internal::selfadjoint_matrix_vector_product<std::complex<double>, long long, 0, 1, false, false, 0>::run(long long, std::complex<double> const*, long long, std::complex<double> const*, std::complex<double>*, std::complex<double>) [19]
-----------------------------------------------
                             1019466             void Eigen::HouseholderSequence<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::CwiseUnaryOp<Eigen::internal::scalar_conjugate_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const>, 1>::evalTo<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) const <cycle 1> [245]
[20]     2.2    0.29    0.00 1019466         void Eigen::MatrixBase<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, -1, false> >::applyHouseholderOnTheLeft<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> >(Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const, -1, 1, false> const&, std::complex<double> const&, std::complex<double>*) <cycle 1> [20]
                              986580             dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
-----------------------------------------------
                                                 <spontanés>
[21]     2.1    0.27    0.00                 sin [21]
-----------------------------------------------
                0.27    0.00 1019466/1019466     void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [11]
[22]     2.1    0.27    0.00 1019466         Eigen::internal::selfadjoint_rank2_update_selector<std::complex<double>, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>, 1>::run(std::complex<double>*, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> const&, std::complex<double> const&) [22]
                0.00    0.00 32622912/35220910     DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [229]
-----------------------------------------------
                                                 <spontanés>
[23]     1.9    0.25    0.00                 cos [23]
-----------------------------------------------
                0.20    0.00  986580/986580      dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) <cycle 1> [8]
[24]     1.5    0.20    0.00  986580         Eigen::internal::general_matrix_vector_product<long long, std::complex<double>, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 1>, 1, false, std::complex<double>, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 0>, true, 0>::run(long long, long long, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 1> const&, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 0> const&, std::complex<double>*, long long, std::complex<double>) [24]
-----------------------------------------------
                                                 <spontanés>
[25]     1.2    0.16    0.00                 csqrt [25]
-----------------------------------------------
                0.00    0.00  339822/68369995     Laser::intensity_lab_axis(Vecteur3D const&) const [43]
                0.00    0.00  679644/68369995     effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [33]
                0.15    0.00 67350529/68369995     Euler_angles(Vecteur3D) [15]
[26]     1.2    0.15    0.00 68369995         atan2_approximation(float, float) [26]
-----------------------------------------------
                0.02    0.11  339822/339822      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
[27]     1.0    0.02    0.11  339822         rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
                0.07    0.00  679644/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.01    0.00  339822/339822      effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [33]
                0.01    0.00  339822/339822      Laser::transmission_spectrum(double) const [41]
                0.00    0.01  339822/339822      intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [40]
                0.01    0.00  679644/824222      Field::get_Field(Vecteur3D const&) const [38]
                0.00    0.00  339822/339822      Laser::intensity_lab_axis(Vecteur3D const&) const [43]
                0.00    0.00  583628/899966      Internal_state::Internal_state(Internal_state const&) [47]
                0.00    0.00  339822/345303      Internal_state::operator=(Internal_state const&) [52]
                0.00    0.00  243806/243806      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [53]
                0.00    0.00  339822/600640      Atome::Atome(Atome const&) [232]
                0.00    0.00  339822/350784      Laser::wave_vector() const [236]
                0.00    0.00  339822/339822      operator*(Vecteur3D const&, Vecteur3D const&) [241]
                0.00    0.00  339822/339822      Laser::intensity_t_nanosecond(double) const [239]
                0.00    0.00  339822/423631      operator+(Vecteur3D const&, Vecteur3D const&) [233]
                0.00    0.00  339822/606361      Molecule::~Molecule() [231]
                0.00    0.00  339822/345303      Gamma_Level_from_diagonalized_dipole(std::vector<Internal_state, std::allocator<Internal_state> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, int) [237]
                0.00    0.00  243806/916574      Internal_state::~Internal_state() [230]
-----------------------------------------------
                0.00    0.00       1/102792748     do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [61]
                0.00    0.00   21924/102792748     rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.00    0.00   22960/102792748     new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [50]
                0.00    0.00   22960/102792748     void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [51]
                0.00    0.00  679644/102792748     effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [33]
                0.00    0.00 1019466/102792748     Laser::intensity_lab_axis(Vecteur3D const&) const [43]
                0.03    0.00 33675264/102792748     Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.07    0.00 67350529/102792748     Euler_angles(Vecteur3D) [15]
[28]     0.8    0.10    0.00 102792748         operator/(Vecteur3D const&, double) [28]
-----------------------------------------------
                0.00    0.00       1/712253      Init_Field(Field&, Field&, FitParams&, char const*, char const*) [45]
                0.00    0.00       1/712253      get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [62]
                0.00    0.00       1/712253      Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [58]
                0.00    0.00       5/712253      FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [57]
                0.00    0.00       5/712253      FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
                0.00    0.00      73/712253      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
                0.00    0.00     245/712253      FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [54]
                0.00    0.00     292/712253      RePaint() [3]
                0.00    0.00    5481/712253      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.00    0.00    5481/712253      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.00    0.00   10080/712253      FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00   10944/712253      Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
                0.07    0.00  679644/712253      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[29]     0.5    0.07    0.00  712253         FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
-----------------------------------------------
                0.01    0.05 1019466/1019466     void Eigen::internal::tridiagonalization_inplace<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&) [11]
[30]     0.5    0.01    0.05 1019466         Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [30]
                0.05    0.00 1019466/1019466     void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const [32]
-----------------------------------------------
                0.05    0.00 33675264/33675264     Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
[31]     0.4    0.05    0.00 33675264         operator*(Vecteur3D const&, double) [31]
-----------------------------------------------
